"Data generated on Friday, December 23, 2022 at 12:55:41 PM EST"
Area/Partners of Origin,,,,,January - December
And General  Commodities Imported,,,,,Cumulative To Date Values in Thousands of dollars
,,,,,,,2017,2018,2019,2020,2021,Jan - Oct 2021,Jan - Oct 2022,,
,U.S. Custom Districts,,Partner,,HS Code,Product,Value,Value,Value,Value,Value,Value,Value,Period/Period %  Change (Value),Reporter Code,Partner Code,Product Code,
"1","NOGALES, ARIZ.","1","Mexico","1.2.7.7","2008600060","CHRRY,TART,PR/PS","0","0","0","0","0","0","214","","26","MX","2008600060",
"1","NOGALES, ARIZ.","1","Mexico","1.2.7.8","2008992140","BERRY OTH,PR/PRS","19","10","0","0","0","0","0","","26","MX","2008992140",
"1","NOGALES, ARIZ.","1","Mexico","1.2.8","","Fruit, Prep, Misc","845","147","233","1,531","520","456","211","-54","26","MX","0730AT",
"1","NOGALES, ARIZ.","1","Mexico","1.2.8.1","2007995020","MANGO PASTE/PURE","728","108","227","1,513","498","433","203","-53","26","MX","2007995020",
"1","NOGALES, ARIZ.","1","Mexico","1.2.8.2","2007997500","FRUIT JELLIES OT","0","0","0","16","22","22","8","-64","26","MX","2007997500",
"1","NOGALES, ARIZ.","1","Mexico","1.2.8.3","2007994500","JAMS, NESOI","112","36","0","0","0","0","0","","26","MX","2007994500",
"1","NOGALES, ARIZ.","1","Mexico","1.2.8.4","2008502000","APCT PULP,PR,PRS","0","3","0","0","0","0","0","","26","MX","2008502000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.8.5","2008998000","FRUIT PULP NESOI","5","0","6","3","0","0","0","","26","MX","2008998000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.9","","Fruit, Frozen","215","756","2,354","1,428","504","413","361","-13","26","MX","0720AT",
"1","NOGALES, ARIZ.","1","Mexico","1.2.9.1","0811908095","FRUIT NES & NUTS","0","0","1,017","1,345","381","336","251","-25","26","MX","0811908095",
"1","NOGALES, ARIZ.","1","Mexico","1.2.9.2","0811100070","STRBYS-FZ/OTHR","51","28","25","83","92","65","34","-47","26","MX","0811100070",
"1","NOGALES, ARIZ.","1","Mexico","1.2.9.3","0811905200","MANGOES,FZN","56","2","3","0","19","5","51","903","26","MX","0811905200",
"1","NOGALES, ARIZ.","1","Mexico","1.2.9.4","0811905000","PINEAPPLE,FZ,NSW","0","0","0","0","12","6","24","280","26","MX","0811905000",
"1","NOGALES, ARIZ.","1","Mexico","1.2.9.5","0811100060","STRBYS-FZ>25%SGR","0","170","0","0","0","0","0","","26","MX","0811100060",
"1","NOGALES, ARIZ.","1","Mexico","1.2.9.6","0811202025","RASPBERRIES, RED","32","0","0","0","0","0","0","","26","MX","0811202025",
"1","NOGALES, ARIZ.","1","Mexico","1.2.9.7","0811902028","CULT BLUEBR FRZ","40","0","0","0","0","0","0","","26","MX","0811902028",
"1","NOGALES, ARIZ.","1","Mexico","1.2.9.8","0811905500","MELONS,FROZEN","0","0","21","0","0","0","0","","26","MX","0811905500",
"1","NOGALES, ARIZ.","1","Mexico","1.2.9.9","0811908080","FRUIT NES & NUTS","35","556","1,288","0","0","0","0","","26","MX","0811908080",
"1","NOGALES, ARIZ.","1","Mexico","1.3","","Other Hort Products","322,235","411,727","510,124","479,725","848,171","687,190","1,003,629","46","26","MX","0779AG",
"1","NOGALES, ARIZ.","1","Mexico","1.3.1","","Beer","290,368","365,406","461,912","439,249","828,651","670,509","974,065","45","26","MX","0779AT",
"1","NOGALES, ARIZ.","1","Mexico","1.3.1.1","2203000060","BEER<4L X GL CON","93,131","194,377","182,326","220,734","460,557","378,793","461,980","22","26","MX","2203000060",
"1","NOGALES, ARIZ.","1","Mexico","1.3.1.2","2203000030","BEER< 4L GL CONT","192,712","171,029","279,564","218,506","368,084","291,716","512,065","76","26","MX","2203000030",
"1","NOGALES, ARIZ.","1","Mexico","1.3.1.3","2203000090","BEER>4L CONT","4,524","0","21","9","10","0","20","","26","MX","2203000090",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2","","Miscellaneous Hort Products","19,605","18,309","24,619","16,793","12,336","11,037","14,180","28","26","MX","0799AT",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.1","2103909091","OTH SAUCE&PREP","1,557","3,001","3,522","4,286","6,163","5,517","9,413","71","26","MX","2103909091",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.2","1901208000","MX/DH,W/OBF/W,OT","2,125","2,364","6,749","4,341","3,159","2,884","1,579","-45","26","MX","1901208000",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.3","2103908000","OTHER MIX CONDIM","0","0","0","10","1,099","1,093","291","-73","26","MX","2103908000",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.4","2008999190","FRUIT NUT OTR","578","707","615","560","816","649","1,104","70","26","MX","2008999190",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.5","2202999000","BEVERAGES NONALC","407","473","607","296","498","411","0","","26","MX","2202999000",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.6","1212999200","VEGTBL PRDTS NES","886","471","452","338","408","353","116","-67","26","MX","1212999200",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.7","2104100060","SOUP,BROTH,DRIED","0","0","0","15","87","40","152","286","26","MX","2104100060",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.8","1211909300","PL PART PERF","184","61","0","233","50","50","0","","26","MX","1211909300",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.9","1302199140","VEG SAPS-MED USE","22","13","19","25","30","27","21","-23","26","MX","1302199140",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.10","2106909898","OTH N/HONEY/TEA","110","70","142","131","27","13","0","","26","MX","2106909898",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.11","1212940000","CHICORY ROOTS","0","0","10","0","0","0","0","","26","MX","1212940000",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.12","2103100000","SOY SAUCE","0","0","0","0","0","0","2","","26","MX","2103100000",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.13","2103907800","MIX CONDIM OTHER","12","3","13","0","0","0","0","","26","MX","2103907800",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.14","2104201000","HOMOGENIZED COMP","50","9","0","0","0","0","0","","26","MX","2104201000",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.15","2106909890","OTH FOOD PRP-CAN","15","0","0","0","0","0","0","","26","MX","2106909890",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.16","2106909895","FRZ FOOD PRP OTH","13,632","11,138","12,491","6,558","0","0","0","","26","MX","2106909895",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.17","2106909995","FRZ FOOD PRP OTH","0","0","0","0","0","0","1,033","","26","MX","2106909995",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.18","2106909998","OTH N/HONEY/TEA","0","0","0","0","0","0","7","","26","MX","2106909998",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.19","2202100060","WATERS INCL MINE","27","0","0","0","0","0","0","","26","MX","2202100060",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.20","2202999100","BEVERAGES NONALC","0","0","0","0","0","0","279","","26","MX","2202999100",
"1","NOGALES, ARIZ.","1","Mexico","1.3.2.21","2202999120","NONALC. BEV NES","0","0","0","0","0","0","182","","26","MX","2202999120",
"1","NOGALES, ARIZ.","1","Mexico","1.3.3","","Distilled Spirits","11,340","27,072","22,914","23,142","7,110","5,596","14,646","162","26","MX","0782AT",
"1","NOGALES, ARIZ.","1","Mexico","1.3.3.1","2208905000","TEQUILA IN CONTA","11,316","26,968","22,639","22,703","6,400","4,979","13,493","171","26","MX","2208905000",
"1","NOGALES, ARIZ.","1","Mexico","1.3.3.2","2208907200","MESCAL IN CONTAI","2","10","93","196","398","312","199","-36","26","MX","2208907200",
"1","NOGALES, ARIZ.","1","Mexico","1.3.3.3","2208700030","LIQUEURS <= LTRS","0","3","6","91","179","179","7","-96","26","MX","2208700030",
"1","NOGALES, ARIZ.","1","Mexico","1.3.3.4","2208907500","OTHER SPIRITUOUS","15","85","147","152","107","107","124","16","26","MX","2208907500",
"1","NOGALES, ARIZ.","1","Mexico","1.3.3.5","2208700060","LIQUEURS > LTRS","6","3","23","0","16","9","596","6,811","26","MX","2208700060",
"1","NOGALES, ARIZ.","1","Mexico","1.3.3.6","2208908000","UNDENATURED ETHY","0","0","7","0","10","10","0","","26","MX","2208908000",
"1","NOGALES, ARIZ.","1","Mexico","1.3.3.7","2208500030","GIN AND GENEVE C","0","2","0","0","0","0","0","","26","MX","2208500030",
"1","NOGALES, ARIZ.","1","Mexico","1.3.3.8","2208905500","TEQUILA IN CONTA","0","0","0","0","0","0","223","","26","MX","2208905500",
"1","NOGALES, ARIZ.","1","Mexico","1.3.3.9","2208908020","DISTL SPIRIT NES","0","0","0","0","0","0","4","","26","MX","2208908020",
"1","NOGALES, ARIZ.","1","Mexico","1.3.4","","Nsry Pdt Exc Cut Flo","870","642","498","540","61","43","710","1,547","26","MX","0790AT",
"1","NOGALES, ARIZ.","1","Mexico","1.3.4.1","0604906000","ORNMNTL FOLAG,OT","16","28","25","33","46","40","41","1","26","MX","0604906000",
"1","NOGALES, ARIZ.","1","Mexico","1.3.4.2","0602909090","OTH PLANTS,W/S","0","0","4","0","13","0","194","","26","MX","0602909090",
"1","NOGALES, ARIZ.","1","Mexico","1.3.4.3","0604903000","ORN FOLG/DRD,BLD","0","0","0","3","3","3","0","","26","MX","0604903000",
"1","NOGALES, ARIZ.","1","Mexico","1.3.4.4","0602200000","TR SH/B BR FT/NT","272","358","468","504","0","0","473","","26","MX","0602200000",
"1","NOGALES, ARIZ.","1","Mexico","1.3.4.5","0602904000","HERBACEOUS PERNS","581","253","0","0","0","0","0","","26","MX","0602904000",
"1","NOGALES, ARIZ.","1","Mexico","1.3.4.6","0604200080","FLGE,BRNCHS,ETC","0","0","0","0","0","0","2","","26","MX","0604200080",
"1","NOGALES, ARIZ.","1","Mexico","1.3.4.7","9808006000","PLANTS, US GOVT","0","4","0","0","0","0","0","","26","MX","9808006000",
"1","NOGALES, ARIZ.","1","Mexico","1.3.5","","Essential Oils","52","268","181","0","12","5","28","501","26","MX","0798AT",
"1","NOGALES, ARIZ.","1","Mexico","1.3.5.1","3301901050","OTHER OLEORESINS","0","0","0","0","12","5","8","67","26","MX","3301901050",
"1","NOGALES, ARIZ.","1","Mexico","1.3.5.2","3301195120","LIME OIL","52","0","0","0","0","0","0","","26","MX","3301195120",
"1","NOGALES, ARIZ.","1","Mexico","1.3.5.3","3302102000","MIXTURES <20%ALC","0","268","181","0","0","0","20","","26","MX","3302102000",
"1","NOGALES, ARIZ.","1","Mexico","1.3.6","","Wine & Wine Prdcts","0","30","0","0","0","0","0","","26","MX","0780AT",
"1","NOGALES, ARIZ.","1","Mexico","1.3.6.1","2204215040","RED>1.05<14%<2L","0","23","0","0","0","0","0","","26","MX","2204215040",
"1","NOGALES, ARIZ.","1","Mexico","1.3.6.2","2204215055","WWN>1.50<14%<2L","0","7","0","0","0","0","0","","26","MX","2204215055",
"1","NOGALES, ARIZ.","1","Mexico","1.4","","Tree Nuts And Preparations","7,505","8,097","3,413","3,554","3,545","3,051","2,941","-4","26","MX","0774AG",
"1","NOGALES, ARIZ.","1","Mexico","1.4.1","","Edible Tree Nuts","7,505","8,097","3,413","3,554","3,545","3,051","2,941","-4","26","MX","0775AT",
"1","NOGALES, ARIZ.","1","Mexico","1.4.1.1","2008199090","NUTS&OT SDS,P/PS","2,625","2,568","2,868","3,103","2,480","1,985","2,767","39","26","MX","2008199090",
"1","NOGALES, ARIZ.","1","Mexico","1.4.1.2","0802901500","PECAN,FR.DR.SHLD","0","0","0","0","859","859","0","","26","MX","0802901500",
"1","NOGALES, ARIZ.","1","Mexico","1.4.1.3","0801190140","COCO,OTH,SHL","68","262","368","151","129","129","171","33","26","MX","0801190140",
"1","NOGALES, ARIZ.","1","Mexico","1.4.1.4","0802901000","PECAN,FR,DR,N/SH","4,563","5,119","134","300","62","62","0","","26","MX","0802901000",
"1","NOGALES, ARIZ.","1","Mexico","1.4.1.5","0801120000","COCONUT ENDOCARP","164","65","13","0","13","13","0","","26","MX","0801120000",
"1","NOGALES, ARIZ.","1","Mexico","1.4.1.6","0801110000","COCONUT,DRIED","0","0","0","0","2","2","2","9","26","MX","0801110000",
"1","NOGALES, ARIZ.","1","Mexico","1.4.1.7","0801190120","COCONUT FR INSHL","0","53","30","0","0","0","0","","26","MX","0801190120",
"1","NOGALES, ARIZ.","1","Mexico","1.4.1.8","0811903000","COCONUT MEAT,FRZ","61","0","0","0","0","0","0","","26","MX","0811903000",
"1","NOGALES, ARIZ.","1","Mexico","1.4.1.9","1704901000","CNDY NUTS F/CONS","5","0","0","0","0","0","0","","26","MX","1704901000",
"1","NOGALES, ARIZ.","1","Mexico","1.4.1.10","2008191500","COCONUTS,PR,PRES","21","30","0","0","0","0","0","","26","MX","2008191500",
"1","NOGALES, ARIZ.","1","Mexico","2","","Livestock & Meats","256,045","278,504","282,140","328,026","300,053","232,915","197,125","-15","26","MX","0250GR",
"1","NOGALES, ARIZ.","1","Mexico","2.1","","Live Animals","199,731","221,124","211,953","238,861","191,630","146,932","100,905","-31","26","MX","0605AT",
"1","NOGALES, ARIZ.","1","Mexico","2.2","","Pork Fresh,Chill Etc","38,877","42,374","43,202","45,531","49,197","38,625","49,309","28","26","MX","0615AT",
"1","NOGALES, ARIZ.","1","Mexico","2.3","","Beef & Veal Frs,Chil","15,384","11,593","20,730","36,763","48,187","38,438","37,272","-3","26","MX","0610AT",
"1","NOGALES, ARIZ.","1","Mexico","2.4","","Other Meat Products","275","1,483","3,545","5,585","9,990","8,088","8,360","3","26","MX","0625AT",
"1","NOGALES, ARIZ.","1","Mexico","2.5","","Misc, Industrial Use","1,777","1,729","1,705","1,251","1,048","833","1,280","54","26","MX","0670AT",
"1","NOGALES, ARIZ.","1","Mexico","2.6","","Lamb Mutton,Goat,etc","0","201","695","0","0","0","0","","26","MX","0620AT",
"1","NOGALES, ARIZ.","1","Mexico","2.7","","Misc, Animal Feeds","0","0","311","34","0","0","0","","26","MX","0680AT",
"1","NOGALES, ARIZ.","1","Mexico","3","","Oilseeds & Products","52,454","73,990","61,303","93,683","80,359","66,563","96,360","45","26","MX","0050GR",
"1","NOGALES, ARIZ.","1","Mexico","4","","Grains & Feeds","41,438","47,580","51,415","61,439","50,193","41,959","64,384","53","26","MX","0010GR",
"1","NOGALES, ARIZ.","1","Mexico","5","","Sugar & Tropical Products","59,799","40,551","34,123","53,556","33,837","29,375","23,106","-21","26","MX","0450GR",
"1","NOGALES, ARIZ.","1","Mexico","6","","Dairy & Products","1,910","1,900","2,837","3,430","2,162","1,912","534","-72","26","MX","0300GR",
"1","NOGALES, ARIZ.","1","Mexico","7","","Planting Seeds","825","288","572","292","555","505","922","82","26","MX","0200GR",
"1","NOGALES, ARIZ.","1","Mexico","8","","Cotton, Linters & Waste","17","0","0","0","0","0","0","","26","MX","0100GR",
"1","NOGALES, ARIZ.","1","Mexico","9","","Tobacco & Products","342","0","0","0","0","0","0","","26","MX","0150GR",
"1","NOGALES, ARIZ.","1","Mexico","10","","Poultry & Products","9,222","7,968","8,688","4,541","0","0","0","","26","MX","0350GR",
"","Grand Total","","","","","","3,801,489","4,008,475","4,575,873","4,866,332","5,201,064","4,386,468","4,803,636","10",
"Notes:<br>
1. Data Source: U.S. Census Bureau Trade Data, U.S. Customs District Data<br>
2. FAS Totals include all Agricultural commodities and FAS selected NONAG commodity items."
"3. Product Group : FAS"
